Daily Demand (kWh),Probability (60 kWh),Std Dev (60 kWh),Probability (15 kWh),Std Dev (15 kWh)
6.02020202020202,0.30736119490038066,0.24257389648567418,0.9276354644284888,0.10749399985516879
6.090909090909091,0.31125778711445423,0.2437390209766434,0.9323539142043272,0.10339180987790289
6.161616161616162,0.3141499290393337,0.2426031168751622,0.9350390205206838,0.10113856384793171
6.232323232323232,0.3175905876768093,0.24312177738254767,0.9395092318410772,0.09776119589700737
6.303030303030303,0.32086431862976633,0.24455689995920935,0.9431576304187765,0.0944335620346803
6.373737373737374,0.3252465417743126,0.24370141324066802,0.9460067887947148,0.09166560503205522
6.444444444444445,0.3293680774783617,0.2460208504093024,0.9472009624738018,0.09097102065738566
6.515151515151515,0.33198321402784026,0.2447632020155156,0.9509888745298493,0.0871504093774937
6.585858585858586,0.3358060097411692,0.2461627625884868,0.9545884606678603,0.08353153248132648
6.656565656565657,0.3390530224117674,0.24610554666942255,0.9559056452295261,0.08242860662837136
6.727272727272727,0.3435037371321188,0.24744026582175188,0.9590649257549836,0.07916430084728542
6.797979797979798,0.3452138638047273,0.24634951492694537,0.962209497495501,0.07560882979832856
6.8686868686868685,0.3492391301533059,0.24660310749739126,0.9636384946471606,0.0741822103134981
6.9393939393939394,0.3523481954940231,0.24758562243875032,0.9655179220992661,0.07200697824713932
7.0101010101010095,0.3554033916378061,0.24654893212759682,0.9687024827844097,0.0682595440563091
7.08080808080808,0.3597789806055387,0.24794121041606304,0.9697383928921431,0.06708787832549366
7.151515151515151,0.3640033940996885,0.2484253382063702,0.9723045253901528,0.0641165264086066
7.222222222222222,0.36733398072430495,0.2485753333442553,0.9741281621108571,0.06155395662684948
7.292929292929292,0.3705918718527391,0.24795858192100925,0.9755386060953742,0.059733240261070214
7.363636363636363,0.37419116218896786,0.248223571621874,0.9762251853231393,0.05896280663653613
7.434343434343434,0.37655423911006314,0.2478898563743668,0.978842977066615,0.05520691699834658
7.505050505050505,0.3812755317717153,0.24862208321786106,0.9798165371007664,0.053622460540317086
7.575757575757575,0.3835089766426674,0.24840300242942734,0.980921925182712,0.05228182342589797
7.646464646464646,0.3867380219176042,0.24804755042737162,0.9822102728880938,0.05045862484791585
7.717171717171717,0.390312362605834,0.24747060947139046,0.9836138897124359,0.04774883370414111
7.787878787878787,0.3948128954586944,0.24790808141436393,0.9846568777464894,0.046031501182762856
7.858585858585858,0.39714203748249605,0.24874005597867518,0.9857069840561596,0.044609173739473075
7.929292929292929,0.4024280699209941,0.2493705760486901,0.9865749100865806,0.04294636508413727
8.0,0.4025608597000869,0.24821242152788386,0.9873545604158267,0.04155386524066402
