Origin,Destination,Flow,Travel Time (min),Travel Distance (km),Centroid Distance (km)
0_5,0_3,69.96788351928319,32.185016960937354,16.092508480468677,9.872704589244588
0_5,0_4,0.0,16.0925699036479,8.04628495182395,4.9363711360883125
0_5,1_0,0.0,81.42654081336342,40.71327040668171,24.977466507166696
0_5,1_1,0.0,65.57095593279577,32.785477966397885,20.113790163434285
0_5,1_2,30.577380830630958,49.86699371499052,24.93349685749526,15.29662383895415
0_5,1_3,189.72293957224284,34.52236659408367,17.261183297041836,10.589683004320145
0_5,1_4,894.2435289042172,20.366450665033685,10.183225332516843,6.247377504611561
0_5,1_5,531.7845104260166,12.478961161824984,6.239480580912492,3.8279021968788296
0_5,2_0,0.0,84.25502098237294,42.12751049118647,25.845098460850597
0_5,2_1,6.9661299324750265,69.04988722134411,34.524943610672054,21.180947000412303
0_5,2_2,66.6325542021672,54.35773346914919,27.178866734574594,16.67415137090466
0_5,2_3,547.8770025701208,40.73756490441156,20.36878245220578,12.49618555350048
0_5,2_4,1909.3585630454495,29.702807882146335,14.851403941073167,9.111290761394581
0_5,2_5,231.8241068551889,24.957921594787628,12.478960797393814,7.655804170180255
0_5,3_0,0.6300091993785721,88.76910194163105,44.384550970815525,27.229785871665968
0_5,3_1,2.50211485255357,74.48790445259905,37.24395222629953,22.849050445582535
0_5,3_2,4.076692457902676,61.113336866639,30.556668433319498,18.746422351729755
0_5,3_3,228.40191378725748,49.387664501965865,24.693832250982933,15.14959033802634
0_5,3_4,399.16428930222446,40.75983497481161,20.379917487405805,12.503016863439145
0_5,3_5,29.332760979347217,37.43688057002561,18.718440285012804,11.483705696326874
0_5,4_0,0.06978599143140778,94.72811654194072,47.36405827097036,29.057704460718014
0_5,4_1,0.0,81.49376070385341,40.746880351926706,24.99808610547651
0_5,4_2,0.21640922201195945,69.47623439467685,34.738117197338426,21.311728341925416
0_5,4_3,8.417695559317961,59.418601845920115,29.709300922960058,18.22656498341108
0_5,4_4,71.00614993984973,52.46059649025464,26.23029824512732,16.09220751234805
0_5,4_5,0.0,49.91583735867415,24.957918679337077,15.311606551740539
0_5,5_0,0.0,101.87883057181615,50.939415285908076,31.251175022029496
0_5,5_1,0.0,89.7008475027248,44.8504237513624,27.515597393473865
0_5,5_2,0.09383501356018902,78.93721898798168,39.46860949399084,24.213870855209105
0_5,5_3,0.2022693883059618,70.24126608296312,35.12063304148156,21.546400638945745
0_5,5_4,11.464228702663442,64.45546254830853,32.227731274154266,19.771614278622252
0_5,5_5,2.0224628455758245,62.39479123186851,31.197395615934255,19.139506512843102
1_0,0_0,0.0,12.517758779824113,6.258879389912057,3.8398033066945136
1_0,0_1,0.0,20.385101357722686,10.192550678861343,6.253098575988554
1_0,0_2,1.2180016896795909,34.53010663681843,17.265053318409215,10.592057250557803
1_0,0_3,0.6284248714692314,49.87017002812479,24.935085014062395,15.297598168136439
1_0,0_4,0.0,65.57195283605562,32.78597641802781,20.11409596198025
1_0,0_5,0.009676822411182744,81.42654081336342,40.71327040668171,24.977466507166696
1_0,1_1,0.0,16.092078779541797,8.046039389770899,4.936220484522024
1_0,1_2,6.243375307857171,32.18428027448609,16.092140137243046,9.872478611805551
1_0,1_3,2.4113440117403773,48.27660452877814,24.13830226438907,14.808774395330717
1_0,1_4,0.7857926797478817,64.36905158606767,32.184525793033835,19.745107848487017
1_0,1_5,0.056201062560771224,80.46162148971601,40.230810744858005,24.681478984575463
1_0,2_0,0.0,12.517758779824113,6.258879389912057,3.8398033066945136
1_0,2_1,21.95037826631521,20.385101357722686,10.192550678861343,6.253098575988554
1_0,2_2,16.443022810674478,34.53010663681843,17.265053318409215,10.592057250557803
1_0,2_3,10.473747857820523,49.87017002812479,24.935085014062395,15.297598168136439
1_0,2_4,3.441345432608322,65.57195283605562,32.78597641802781,20.11409596198025
1_0,2_5,0.0677377568782792,81.42654081336342,40.71327040668171,24.977466507166696
1_0,3_0,7.5130541150726655,25.035516835550492,12.517758417775246,7.679606391273158
1_0,3_1,5.571164584892453,29.754737351360635,14.877368675680318,9.127220046429644
1_0,3_2,1.053309847426924,40.76554097223316,20.38277048611658,12.504767169396676
1_0,3_3,6.298916098039748,54.371350578752704,27.185675289376352,16.678328398390402
1_0,3_4,1.4044894613525525,69.05504726201555,34.527523631007774,21.182529834974094
1_0,3_5,0.020100402260742257,84.25502098237294,42.12751049118647,25.845098460850597
1_0,4_0,0.46628690500774717,37.5532734430794,18.7766367215397,11.519409031619448
1_0,4_1,0.0,40.84520783508478,20.42260391754239,12.52920485738797
1_0,4_2,0.054395894982719954,49.44017584077687,24.720087920388433,15.165698110667751
1_0,4_3,0.3096321022686851,61.14131296689271,30.570656483446353,18.75500397757445
1_0,4_4,0.4341683020752128,74.49919700268194,37.24959850134097,22.852514418000595
1_0,4_5,0.0,88.76910194163105,44.384550970815525,27.229785871665968
1_0,5_0,0.0,50.07102787831168,25.03551393915584,15.35921100561708
1_0,5_1,0.0,52.57862684349618,26.28931342174809,16.128413142176743
1_0,5_2,0.0223778827900415,59.496496133524175,29.748248066762088,18.250458936663858
1_0,5_3,0.009232433547491217,69.52037715544954,34.76018857772477,21.325269066088815
1_0,5_4,0.10884200888750692,81.51241146141237,40.756205730706185,25.003807196752263
1_0,5_5,0.004981391632469024,94.72811654194072,47.36405827097036,29.057704460718014
1_1,0_0,0.0,20.385101357722686,10.192550678861343,6.253098575988554
1_1,0_1,0.0,12.510014373673041,6.2550071868365205,3.8374277219855957
1_1,0_2,14.313534860854986,20.38044275699303,10.190221378496515,6.2516695573598255
1_1,0_3,8.205658658893588,34.527527724743706,17.263763862371853,10.591266173234267
1_1,0_4,0.0,49.86858217533158,24.93429108766579,15.29711109672748
1_1,0_5,0.13221132303136607,65.57095593279577,32.785477966397885,20.113790163434285
1_1,1_0,0.0,16.092078779541797,8.046039389770899,4.936220484522024
1_1,1_2,87.10175698904497,16.09220149494328,8.04610074747164,4.936258127283215
1_1,1_3,33.64082563854127,32.18452574923543,16.092262874617717,9.872553910808415
1_1,1_4,10.962647552042522,48.27697280652606,24.13848640326303,14.80888736396505
1_1,1_5,0.7840648771400198,64.36954271017399,32.184771355086994,19.74525850005337
1_1,2_0,0.0,20.385101357722686,10.192550678861343,6.253098575988554
1_1,2_1,148.20285016598262,12.510014373673041,6.2550071868365205,3.8374277219855957
1_1,2_2,193.2327206215423,20.38044275699303,10.190221378496515,6.2516695573598255
1_1,2_3,136.7609776482265,34.527527724743706,17.263763862371853,10.591266173234267
1_1,2_4,46.39011107502576,49.86858217533158,24.93429108766579,15.29711109672748
1_1,2_5,0.9254792612195625,65.57095593279577,32.785477966397885,20.113790163434285
1_1,3_0,16.677467510426357,29.754737351360635,14.877368675680318,9.127220046429644
1_1,3_1,28.50360604035287,25.02002802229214,12.51001401114607,7.674855221562007
1_1,3_2,9.391825748851806,29.74177036977776,14.87088518488888,9.123242444717105
1_1,3_3,70.60912068521837,40.75622104311802,20.37811052155901,12.501908295434975
1_1,3_4,17.31264365825207,54.36454365030323,27.182271825151616,16.6762403835286
1_1,3_5,0.25929263750903964,69.04988722134524,34.52494361067262,21.18094700041265
1_1,4_0,1.1741284497371272,40.84520783508478,20.42260391754239,12.52920485738797
1_1,4_1,0.0,37.53004022080134,18.76502011040067,11.51228227631943
1_1,4_2,0.3921136652841806,40.82389267748851,20.411946338744254,12.522666465487273
1_1,4_3,2.935578465444336,49.422684443277305,24.711342221638652,15.160332651312057
1_1,4_4,4.763453202969962,61.12732898456039,30.5636644922802,18.75071441244184
1_1,4_5,0.0,74.48790445259905,37.24395222629953,22.849050445582535
1_1,5_0,0.0,52.57862684349618,26.28931342174809,16.128413142176743
1_1,5_1,0.0,50.04005024414522,25.02002512207261,15.349708663848228
1_1,5_2,0.13920225058153102,52.54915975866958,26.27457987933479,16.1193741591011
1_1,5_3,0.07553544968679037,59.47055187939457,29.735275939697285,18.242500576501403
1_1,5_4,1.0592002865425496,69.49831317393682,34.74915658696841,21.31850097360025
1_1,5_5,0.05399327759735586,81.49376070385341,40.746880351926706,24.99808610547651
1_2,0_0,0.0,34.53010663681843,17.265053318409215,10.592057250557803
1_2,0_1,0.0,20.38044275699303,10.190221378496515,6.2516695573598255
1_2,0_2,299.5130454653927,12.502262404261716,6.251131202130858,3.835049817258195
1_2,0_3,298.83259989027687,20.3757814350953,10.18789071754765,6.2502397040169635
1_2,0_4,0.0,34.524947708519356,17.262473854259678,10.590474757214526
1_2,0_5,5.522352504853954,49.86699371499052,24.93349685749526,15.29662383895415
1_2,1_0,0.0,32.18428027448609,16.092140137243046,9.872478611805551
1_2,1_1,0.0,16.09220149494328,8.04610074747164,4.936258127283215
1_2,1_3,1454.1676023846774,16.09232425429209,8.046162127146046,4.936295783525182
1_2,1_4,473.8744250164495,32.184771311582395,16.092385655791198,9.872629236681716
1_2,1_5,33.89220451232345,48.27734121522949,24.138670607614745,14.809000372769784
1_2,2_0,0.0,34.53010663681843,17.265053318409215,10.592057250557803
1_2,2_1,771.6664503918314,20.38044275699303,10.190221378496515,6.2516695573598255
1_2,2_2,4043.4261137828016,12.502262404261716,6.251131202130858,3.835049817258195
1_2,2_3,4980.543331504615,20.3757814350953,10.18789071754765,6.2502397040169635
1_2,2_4,1876.9780373846343,34.524947708519356,17.262473854259678,10.590474757214526
1_2,2_5,38.656467533977676,49.86699371499052,24.93349685749526,15.29662383895415
1_2,3_0,65.80252063827851,40.76554097223316,20.38277048611658,12.504767169396676
1_2,3_1,195.9982967738931,29.74177036977776,14.87088518488888,9.123242444717105
1_2,3_2,148.91443468694874,25.004524082514955,12.502262041257477,7.6700994118144035
1_2,3_3,1951.3295141872939,29.72879311924635,14.864396559623176,9.119261693020354
1_2,3_4,601.4376505895846,40.74689568096188,20.37344784048094,12.499047754896282
1_2,3_5,9.904533523586204,54.35773346915264,27.17886673457632,16.67415137090572
1_2,4_0,5.734509727628633,49.44017584077687,24.720087920388433,15.165698110667751
1_2,4_1,0.0,40.82389267748851,20.411946338744254,12.522666465487273
1_2,4_2,5.484337064183085,37.50678430874924,18.75339215437462,11.505148560966026
1_2,4_3,65.5877262267227,40.802558800351434,20.401279400175717,12.516122331396147
1_2,4_4,139.97170997052012,49.40518065405645,24.702590327028226,15.154963390814864
1_2,4_5,0.0,61.113336866639,30.556668433319498,18.746422351729755
1_2,5_0,0.0,59.496496133524175,29.748248066762088,18.250458936663858
1_2,5_1,0.0,52.54915975866958,26.27457987933479,16.1193741591011
1_2,5_2,1.8178333748958753,50.00904235695468,25.00452117847734,15.340197042010638
1_2,5_3,1.4562967726051121,52.51966565467893,26.259832827339466,16.110326887938324
1_2,5_4,26.859503834269624,59.4445871050543,29.72229355252715,18.2345359217958
1_2,5_5,1.6285022577512287,69.47623439467685,34.738117197338426,21.311728341925416
1_3,0_0,0.0,49.87017002812479,24.935085014062395,15.297598168136439
1_3,0_1,0.0,34.527527724743706,17.263763862371853,10.591266173234267
1_3,0_2,214.60950199096922,20.3757814350953,10.18789071754765,6.2502397040169635
1_3,0_3,860.9825572814166,12.494502876123654,6.247251438061827,3.8326695939029616
1_3,0_4,0.0,20.37111740132632,10.18555870066316,6.248809018811754
1_3,0_5,30.759174398769893,34.52236659408367,17.261183297041836,10.589683004320145
1_3,1_0,0.0,48.27660452877814,24.13830226438907,14.808774395330717
1_3,1_1,0.0,32.18452574923543,16.092262874617717,9.872553910808415
1_3,1_2,1305.4055392290027,16.09232425429209,8.046162127146046,4.936295783525182
1_3,1_4,2819.6453813808157,16.092447057288837,8.046223528644418,4.936333453156085
1_3,1_5,201.66523634327316,32.185016960937354,16.092508480468677,9.872704589244588
1_3,2_0,0.0,49.87017002812479,24.935085014062395,15.297598168136439
1_3,2_1,317.6999448555577,34.527527724743706,17.263763862371853,10.591266173234267
1_3,2_2,2897.228276878085,20.3757814350953,10.18789071754765,6.2502397040169635
1_3,2_3,14349.709288023612,12.494502876123654,6.247251438061827,3.8326695939029616
1_3,2_4,9410.925838306419,20.37111740132632,10.18555870066316,6.248809018811754
1_3,2_5,215.3142207913893,34.52236659408367,17.261183297041836,10.589683004320145
1_3,3_0,28.417944176321914,54.371350578752704,27.185675289376352,16.678328398390402
1_3,3_1,106.41516476767632,40.75622104311802,20.37811052155901,12.501908295434975
1_3,3_2,140.9194894262225,29.72879311924635,14.864396559623176,9.119261693020354
1_3,3_3,4259.842855046549,24.989005025286005,12.494502512643002,7.665338964811658
1_3,3_4,2288.6511013857366,29.715805617460624,14.857902808730312,9.115277796767064
1_3,3_5,47.373626149440135,40.737564904412686,20.368782452206343,12.496185553500824
1_3,4_0,2.9302666011900036,61.14131296689271,30.570656483446353,18.75500397757445
1_3,4_1,0.0,49.422684443277305,24.711342221638652,15.160332651312057
1_3,4_2,5.887806947520627,40.802558800351434,20.401279400175717,12.516122331396147
1_3,4_3,126.295543463244,37.48350572052377,18.741752860261887,11.49800788973122
1_3,4_4,430.62127085204,40.781206225499645,20.390603112749822,12.509572461809707
1_3,4_5,0.0,49.387664501965865,24.693832250982933,15.14959033802634
1_3,5_0,0.0,69.52037715544954,34.76018857772477,21.325269066088815
1_3,5_1,0.0,59.47055187939457,29.735275939697285,18.242500576501403
1_3,5_2,2.091707030856695,52.51966565467893,26.259832827339466,16.110326887938324
1_3,5_3,2.6181566218659387,49.978004234874184,24.989002117437092,15.330676145666928
1_3,5_4,71.30371595642599,52.490144556770524,26.245072278385262,16.101271336432678
1_3,5_5,5.686392095595354,59.418601845920115,29.709300922960058,18.22656498341108
1_4,0_0,0.0,65.57195283605562,32.78597641802781,20.11409596198025
1_4,0_1,0.0,49.86858217533158,24.93429108766579,15.29711109672748
1_4,0_2,111.33727594078428,34.524947708519356,17.262473854259678,10.590474757214526
