Time,Charging profile at origin (MW),Number of cars charging at origin,Charging profile at destination (MW),Number of cars charging at destination,Total (MW)
14.4,0.0,0.0,120.88877267535999,3824.0,120.88877267535999
14.5,0.0,0.0,120.88877267535999,4216.0,120.88877267535999
14.600000000000001,0.0,0.0,120.88877267535999,4684.0,120.88877267535999
14.700000000000001,0.0,0.0,120.88877267535999,5220.0,120.88877267535999
14.8,0.0,0.0,120.88877267535999,5943.0,120.88877267535999
14.9,0.0,0.0,120.88877267535999,6740.0,120.88877267535999
15.0,0.0,0.0,120.88877267535999,7697.0,120.88877267535999
15.100000000000001,0.0,0.0,120.88877267535999,8845.0,120.88877267535999
15.200000000000001,0.0,0.0,120.88877267535999,10087.0,120.88877267535999
15.3,0.0,0.0,120.88877267535999,11454.0,120.88877267535999
15.4,0.0,0.0,120.88877267535999,13052.0,120.88877267535999
15.5,0.0,0.0,120.88877267535999,14905.0,120.88877267535999
15.600000000000001,0.0,0.0,120.88877267535999,16886.0,120.88877267535999
15.700000000000001,0.0,0.0,120.88877267535999,19034.0,120.88877267535999
15.8,0.0,0.0,120.88877267535999,21393.0,120.88877267535999
15.9,0.0,0.0,120.88877267535999,23981.0,120.88877267535999
16.0,0.0,0.0,120.88877267535999,26765.0,120.88877267535999
16.1,0.0,0.0,120.88877267535999,29701.0,120.88877267535999
16.2,0.0,0.0,120.88877267535999,32876.0,120.88877267535999
16.3,0.0,0.0,120.88877267535999,36029.0,120.88877267535999
16.400000000000002,0.0,0.0,120.88877267535999,39384.0,120.88877267535999
16.5,0.0,0.0,120.88877267535999,42730.0,120.88877267535999
16.6,0.0,0.0,120.88877267535999,46141.0,120.88877267535999
16.7,0.0,0.0,120.88877267535999,49508.0,120.88877267535999
16.8,0.0,0.0,120.88877267535999,52783.0,120.88877267535999
16.900000000000002,0.0,0.0,120.88877267535999,56028.0,120.88877267535999
17.0,0.0,0.0,120.88877267535999,59145.0,120.88877267535999
17.1,0.0,0.0,120.88877267535999,62159.0,120.88877267535999
17.2,0.0,0.0,120.88877267535999,64917.0,120.88877267535999
17.3,0.0,0.0,120.88877267535999,67481.0,120.88877267535999
17.400000000000002,0.0,0.0,120.88841653973813,69695.0,120.88841653973813
17.5,0.0,0.0,120.88841653973813,71607.0,120.88841653973813
17.6,0.0,0.0,120.88841653973813,73204.0,120.88841653973813
17.7,0.0,0.0,120.88841653973813,74237.0,120.88841653973813
17.8,0.0,0.0,120.88759118546277,74786.0,120.88759118546277
17.900000000000002,0.0,0.0,120.88759118546277,74831.0,120.88759118546277
18.0,0.0,0.0,120.88759118546277,74409.0,120.88759118546277
18.1,0.0,0.0,120.88759118546277,73507.0,120.88759118546277
18.2,0.0,0.0,120.88759118546277,72062.0,120.88759118546277
18.3,0.0,0.0,120.88759118546277,70051.0,120.88759118546277
18.400000000000002,0.0,0.0,120.88759118546277,67827.0,120.88759118546277
18.5,0.0,0.0,120.88759118546277,65157.0,120.88759118546277
18.6,0.0,0.0,120.88759118546277,61875.0,120.88759118546277
18.7,0.0,0.0,120.88759118546277,58401.0,120.88759118546277
18.8,0.0,0.0,120.882492529649,54688.0,120.882492529649
18.900000000000002,0.0,0.0,120.8760871112877,50566.0,120.8760871112877
19.0,0.0,0.0,120.8760871112877,46261.0,120.8760871112877
19.1,0.0,0.0,120.8760871112877,41896.0,120.8760871112877
19.200000000000003,0.0,0.0,120.8760871112877,37383.0,120.8760871112877
19.3,0.0,0.0,120.8760871112877,32786.0,120.8760871112877
19.400000000000002,0.0,0.0,120.8760871112877,28177.0,120.8760871112877
19.5,0.0,0.0,120.8760871112877,23719.0,120.8760871112877
19.6,0.0,0.0,120.8722122136703,19308.0,120.8722122136703
19.700000000000003,0.0,0.0,104.9502517670069,14652.0,104.9502517670069
19.8,0.0,0.0,67.80877683177364,9958.0,67.80877683177364
19.900000000000002,0.0,0.0,41.70325138232101,6327.0,41.70325138232101
20.0,0.0,0.0,25.063288850498374,3946.0,25.063288850498374
20.1,0.0,0.0,14.497438556041477,2328.0,14.497438556041477
20.200000000000003,0.0,0.0,8.37561340058029,1363.0,8.37561340058029
20.3,0.0,0.0,4.844664078664822,813.0,4.844664078664822
20.400000000000002,0.0,0.0,2.6839792393166046,468.0,2.6839792393166046
20.5,0.0,0.0,1.4769635543871096,260.0,1.4769635543871096
20.6,0.0,0.0,0.7077528798889554,136.0,0.7077528798889554
20.700000000000003,0.0,0.0,0.3447478436795138,67.0,0.3447478436795138
20.8,0.0,0.0,0.14452090791043387,27.0,0.14452090791043387
20.900000000000002,0.0,0.0,0.07337642119501848,12.0,0.07337642119501848
21.0,0.0,0.0,0.03502887851467835,8.0,0.03502887851467835
21.1,0.0,0.0,0.00017097754763558236,1.0,0.00017097754763558236
21.200000000000003,0.0,0.0,0.0,0.0,0.0
21.3,0.0,0.0,0.0,0.0,0.0
21.400000000000002,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,0.0,0.0
21.700000000000003,0.0,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.0,0.0,0.0
21.900000000000002,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0
22.1,0.0,0.0,0.0,0.0,0.0
22.200000000000003,0.0,0.0,0.0,0.0,0.0
22.3,0.0,0.0,0.0,0.0,0.0
22.400000000000002,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.0,0.0,0.0
22.700000000000003,0.0,0.0,0.0,0.0,0.0
22.8,0.0,0.0,0.007,1.0,0.007
22.900000000000002,0.0,0.0,0.007,1.0,0.007
23.0,0.0,0.0,0.007,1.0,0.007
23.1,0.0,0.0,0.004389696114055131,1.0,0.004389696114055131
23.200000000000003,0.0,0.0,0.0,0.0,0.0
23.3,0.0,0.0,0.0,0.0,0.0
23.400000000000002,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0
23.6,0.0,0.0,0.0,0.0,0.0
23.700000000000003,0.0,0.0,0.0,0.0,0.0
23.8,0.0,0.0,0.011,1.0,0.011
23.900000000000002,0.0,0.0,0.011,1.0,0.011
