Time,Charging profile at origin (MW),Number of cars charging at origin,Charging profile at destination (MW),Number of cars charging at destination,Total (MW)
13.700000000000001,0.0,0.0,29.423999999997896,5866.0,29.423999999997896
13.8,0.0,0.0,27.040599999998364,5357.0,27.040599999998364
13.9,0.0,0.0,24.330999999998934,4858.0,24.330999999998934
14.0,0.0,0.0,21.740999999999513,4392.0,21.740999999999513
14.100000000000001,0.0,0.0,19.80219999999991,3986.0,19.80219999999991
14.200000000000001,0.0,0.0,17.912600000000275,3588.0,17.912600000000275
14.3,0.0,0.0,15.966800000000585,3221.0,15.966800000000585
14.4,0.0,0.0,14.075200000000486,2842.0,14.075200000000486
14.5,0.0,0.0,12.430200000000418,2543.0,12.430200000000418
14.600000000000001,0.0,0.0,11.046400000000343,2255.0,11.046400000000343
14.700000000000001,0.0,0.0,9.715000000000263,1997.0,9.715000000000263
14.8,0.0,0.0,8.682000000000198,1744.0,8.682000000000198
14.9,0.0,0.0,7.292600000000135,1493.0,7.292600000000135
15.0,0.0,0.0,6.441800000000089,1317.0,6.441800000000089
15.100000000000001,0.0,0.0,5.517600000000049,1151.0,5.517600000000049
15.200000000000001,0.0,0.0,5.062800000000012,1029.0,5.062800000000012
15.3,0.0,0.0,4.254799999999968,881.0,4.254799999999968
15.4,0.0,0.0,3.6515999999999638,768.0,3.6515999999999638
15.5,0.0,0.0,3.2595999999999696,677.0,3.2595999999999696
15.600000000000001,0.0,0.0,2.729799999999977,574.0,2.729799999999977
15.700000000000001,0.0,0.0,2.3225999999999827,492.0,2.3225999999999827
15.8,0.0,0.0,1.9479999999999873,417.0,1.9479999999999873
15.9,0.0,0.0,1.6555999999999924,359.0,1.6555999999999924
16.0,0.0,0.0,1.3909999999999973,298.0,1.3909999999999973
16.1,0.0,0.0,1.2541999999999993,266.0,1.2541999999999993
16.2,0.0,0.0,1.0226000000000033,222.0,1.0226000000000033
16.3,0.0,0.0,0.8488000000000024,188.0,0.8488000000000024
16.400000000000002,0.0,0.0,0.6414000000000014,146.0,0.6414000000000014
16.5,0.0,0.0,0.5628000000000012,127.0,0.5628000000000012
16.6,0.0,0.0,0.5094000000000009,114.0,0.5094000000000009
16.7,0.0,0.0,0.4918000000000007,104.0,0.4918000000000007
16.8,0.0,0.0,0.4054000000000004,83.0,0.4054000000000004
16.900000000000002,0.0,0.0,0.33980000000000016,71.0,0.33980000000000016
17.0,0.0,0.0,0.23159999999999986,53.0,0.23159999999999986
17.1,0.0,0.0,0.1997999999999999,47.0,0.1997999999999999
17.2,0.0,0.0,0.1535999999999999,37.0,0.1535999999999999
17.3,0.0,0.0,0.14739999999999995,30.0,0.14739999999999995
17.400000000000002,0.0,0.0,0.10779999999999998,23.0,0.10779999999999998
17.5,0.0,0.0,0.0934,19.0,0.0934
17.6,0.0,0.0,0.076,13.0,0.076
17.7,0.0,0.0,0.0614,11.0,0.0614
17.8,0.0,0.0,0.035800000000000005,9.0,0.035800000000000005
17.900000000000002,0.0,0.0,0.035800000000000005,9.0,0.035800000000000005
18.0,0.0,0.0,0.0322,8.0,0.0322
18.1,0.0,0.0,0.025,6.0,0.025
18.2,0.0,0.0,0.0178,4.0,0.0178
18.3,0.0,0.0,0.0178,4.0,0.0178
18.400000000000002,0.0,0.0,0.0108,3.0,0.0108
18.5,0.0,0.0,0.0108,3.0,0.0108
18.6,0.0,0.0,0.0108,3.0,0.0108
18.7,0.0,0.0,0.0036,1.0,0.0036
18.8,0.0,0.0,0.0036,1.0,0.0036
18.900000000000002,0.0,0.0,0.0036,1.0,0.0036
19.0,0.0,0.0,0.0,0.0,0.0
19.1,0.0,0.0,0.0,0.0,0.0
19.200000000000003,0.0,0.0,0.0,0.0,0.0
19.3,0.0,0.0,0.0,0.0,0.0
19.400000000000002,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0
19.6,0.0,0.0,0.0,0.0,0.0
19.700000000000003,0.0,0.0,0.0,0.0,0.0
19.8,0.0,0.0,0.0,0.0,0.0
19.900000000000002,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0
20.1,0.0,0.0,0.0,0.0,0.0
20.200000000000003,0.0,0.0,0.0,0.0,0.0
20.3,0.0,0.0,0.0,0.0,0.0
20.400000000000002,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,0.0,0.0,0.0
20.6,0.0,0.0,0.0,0.0,0.0
20.700000000000003,0.0,0.0,0.0,0.0,0.0
20.8,0.0,0.0,0.0,0.0,0.0
20.900000000000002,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0
21.1,0.0,0.0,0.0,0.0,0.0
21.200000000000003,0.0,0.0,0.0,0.0,0.0
21.3,0.0,0.0,0.0,0.0,0.0
21.400000000000002,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,0.0,0.0
21.700000000000003,0.0,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.0,0.0,0.0
21.900000000000002,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0
22.1,0.0,0.0,0.0,0.0,0.0
22.200000000000003,0.0,0.0,0.0,0.0,0.0
22.3,0.0,0.0,0.0,0.0,0.0
22.400000000000002,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.0,0.0,0.0
22.700000000000003,0.0,0.0,0.0,0.0,0.0
22.8,0.0,0.0,0.0,0.0,0.0
22.900000000000002,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0
23.1,0.0,0.0,0.0,0.0,0.0
23.200000000000003,0.0,0.0,0.007,1.0,0.007
23.3,0.0,0.0,0.007,1.0,0.007
23.400000000000002,0.0,0.0,0.007,1.0,0.007
23.5,0.0,0.0,0.007,1.0,0.007
23.6,0.0,0.0,0.007,1.0,0.007
23.700000000000003,0.0,0.0,0.007,1.0,0.007
23.8,0.0,0.0,0.007,1.0,0.007
23.900000000000002,0.0,0.0,0.0,0.0,0.0
