id,geometric_center,bbox,population,destinations,is_within_target_area,n_outflows,n_inflows,pkm_outflows,pkm_inflows,km_per_capita_outflows,km_per_capita_inflows
2_4,"(38.8395, 8.943791666666668)","POLYGON ((38.7728 9.009966666666667, 38.7728 9.054083333333333, 38.72833333333333 9.054083333333333, 38.72833333333333 9.009966666666667, 38.7728 9.009966666666667))",956673.25,263,True,9566.0,13465.67040641777,82325.95582549696,128931.15125476231,8.606100337183458,9.574803731518145
2_5,"(38.883966666666666, 8.943791666666668)","POLYGON ((38.7728 9.054083333333335, 38.7728 9.0982, 38.72833333333333 9.0982, 38.72833333333333 9.054083333333335, 38.7728 9.054083333333335))",357102.38,21,True,3570.9999999999995,825.621814857057,37594.82339523921,8588.703510348216,10.527813888333581,10.40270903190126
3_0,"(38.661633333333334, 8.987908333333335)","POLYGON ((38.81726666666667 8.833500000000003, 38.81726666666667 8.877616666666668, 38.772800000000004 8.877616666666668, 38.772800000000004 8.833500000000003, 38.81726666666667 8.833500000000003))",74183.16,16,True,741.0000000000001,261.1885800358947,12281.923479119985,3019.8455930208775,16.574795518380544,11.561935795990259
3_1,"(38.7061, 8.987908333333335)","POLYGON ((38.81726666666667 8.877616666666668, 38.81726666666667 8.921733333333334, 38.772800000000004 8.921733333333334, 38.772800000000004 8.877616666666668, 38.81726666666667 8.877616666666668))",66668.734,18,True,666.0,562.3390971263872,9060.433903287789,6156.028121580835,13.604255110041725,10.947181430277205
3_2,"(38.750566666666664, 8.987908333333335)","POLYGON ((38.81726666666667 8.921733333333336, 38.81726666666667 8.965850000000001, 38.772800000000004 8.965850000000001, 38.772800000000004 8.921733333333336, 38.81726666666667 8.921733333333336))",67098.71,9,True,669.9999999999999,338.30133261545757,6911.986157348434,4069.049438104842,10.316397249773784,12.027884745964256
3_3,"(38.795033333333336, 8.987908333333335)","POLYGON ((38.81726666666667 8.965850000000001, 38.81726666666667 9.009966666666667, 38.772800000000004 9.009966666666667, 38.772800000000004 8.965850000000001, 38.81726666666667 8.965850000000001))",203226.27,179,True,2031.9999999999998,8582.806622336388,17890.886702005704,94074.64277363256,8.804570227365012,10.960825160479244
3_4,"(38.8395, 8.987908333333335)","POLYGON ((38.81726666666667 9.009966666666667, 38.81726666666667 9.054083333333333, 38.772800000000004 9.054083333333333, 38.772800000000004 9.009966666666667, 38.81726666666667 9.009966666666667))",311199.25,146,True,3111.0,7873.291881350669,25371.075518025606,75638.1068168819,8.155279819358922,9.60692274041619
3_5,"(38.883966666666666, 8.987908333333335)","POLYGON ((38.81726666666667 9.054083333333335, 38.81726666666667 9.0982, 38.772800000000004 9.0982, 38.772800000000004 9.054083333333335, 38.81726666666667 9.054083333333335))",52970.156,8,True,529.0,302.75533809036125,5816.560789863072,3330.9787023806316,10.99538901675439,11.002212953174942
4_0,"(38.661633333333334, 9.032025)","POLYGON ((38.86173333333333 8.833500000000003, 38.86173333333333 8.877616666666668, 38.81726666666667 8.877616666666668, 38.81726666666667 8.833500000000003, 38.86173333333333 8.833500000000003))",25680.34,3,False,256.00000000000006,57.82533651339128,4249.637056709435,572.7917082983698,16.600144752771225,9.905549069579939
4_1,"(38.7061, 9.032025)","POLYGON ((38.86173333333333 8.877616666666668, 38.86173333333333 8.921733333333334, 38.81726666666667 8.921733333333334, 38.81726666666667 8.877616666666668, 38.86173333333333 8.877616666666668))",28926.809,0,True,289.0000000000001,0.0,4571.277471617264,0.0,15.817569105942084,0.0
